text,video,start,end,Chunk_hate,Hate_Label
" Because you guys think you're so fucking badass, but you're not.",hate_video_20,5.62,8.34,1,1
" You won't even show your face on here, tough guy.",hate_video_20,8.4,10.18,1,1
 We're going to start scalping you people.,hate_video_20,10.48,12.02,1,1
" How, how, how, how, homie.",hate_video_20,13.34,15.2,1,1
" Yeah, yeah, yeah, nigga.",hate_video_20,15.3,16.52,1,1
" Yeah, homie.",hate_video_20,16.82,17.42,1,1
" We was kings and shit, nigga.",hate_video_20,17.54,19.14,1,1
" Yeah, yeah, yeah.",hate_video_20,19.44,20.32,1,1
 We're going to throw up gang signs on the block and shit.,hate_video_20,20.32,23.52,1,1
 And we're going to rape all the white women. Then we're going to rob signs on the block and shit and we gonna rape water white women,hate_video_20,23.8,25.28,1,1
 Don't we don't then we gonna rob all the liquor stores and shit. Yeah,hate_video_20,25.28,28.24,1,1
 What?,hate_video_20,29.3,31.3,1,1
" We're the problem with the world. Yeah, it's not it's not the niggers burning down cities, right?",hate_video_20,31.64,36.12,1,1
 There's white people there to know there isn't,hate_video_20,42.86,44.86,1,1
" No, there isn't.",hate_video_20,44.98,46.84,1,1
 There's no white people there.,hate_video_20,48.18,48.34,1,1
 I've been there.,hate_video_20,49.12,49.34,1,1
 There are no white people at the riots.,hate_video_20,51.02,51.74,1,1
 Let me stop you.,hate_video_20,52.58,52.66,1,1
 There's no white people looting Foot Locker.,hate_video_20,54.78,58.08,1,1
" Yeah, yeah, bro.",hate_video_20,58.86,59.1,0,1
" Yeah, yeah, bro.",hate_video_20,59.8,60.8,0,1
" Yeah, yeah.",hate_video_20,61.54,62.0,0,1
" Yeah, yeah, bro. Yeah, yeah, yeah.",hate_video_20,62.78,64.06,0,1
" She. She. Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah She That's why Trump lost, nigga",hate_video_20,65.92,67.6,1,1
" She, yeah, she, nigga, yeah, fuck Trump, nigga, yeah",hate_video_20,67.6,70.92,1,1
" Yeah, fuck Trump, nigga, and he done gave us, yeah, fuck that nigga, yeah, homie, yeah",hate_video_20,70.92,76.08,1,1
 Yeah,hate_video_20,76.08,77.44,1,1
" I ain't got nothing else intelligence to say, but I'm gonna say fuck that nigga, yeah, yeah, yeah",hate_video_20,77.44,83.0,1,1
 112,hate_video_20,83.0,84.52,1,1
" He look dumb as shit Oh, dumb as shit, yeah, nigga I'ma say fuck that nigga yeah yeah yeah 112",hate_video_20,84.52,85.78,1,1
 Yeah,hate_video_20,87.32,89.32,1,1
 Why what would happen to me so exactly my point then?,hate_video_20,91.32,97.42,1,1
" No, no, I wouldn't because I don't care because it's a word",hate_video_20,109.44,112.24,1,1
 Who who gets mad and wants to kill somebody over a word?,hate_video_20,116.44,117.92,1,1
" Yeah, yeah, it doesn't work that way dumbass",hate_video_20,120.32,122.18,1,1
" Yeah, are you gonna give me a chimp out?",hate_video_20,124.18,126.7,1,1
 Alright.,hate_video_20,127.1,127.76,0,1
" Yeah, yeah, homie.",hate_video_20,127.76,132.757,0,1
" Cancer nigger, how does it feel to be dying of a Jewish disease?",hate_video_21,0.56,4.0,1,1
 How does it feel to be paying millions in Jewish fees?,hate_video_21,4.0,8.0,1,1
 How does it feel to make no use of your Jewish degrees?,hate_video_21,8.0,12.0,1,1
 How many Jewish wallets will your cancer please?,hate_video_21,12.0,16.0,1,1
 These 5G towers are meant to give you cancer nigger.,hate_video_21,16.0,21.0,1,1
 These plastic wrapped foods and mcnigger are to make your tumors bigger.,hate_video_21,21.0,25.92,1,1
" There is nothing left for you, all that is left is to go in a mosque and pull the trigger on them",hate_video_21,26.64,31.84,1,1
 disgusting same niggers. Jews are giving us cancer by poisoning the well. It's time we cast them,hate_video_21,31.84,40.72,1,1
 kikes straight to hell. Today is the day we make the Jews pay.,hate_video_21,40.72,47.16,1,1
" Line kikes up, shoot them and watch them decay.",hate_video_21,48.52,51.54,1,1
 Today is the day.,hate_video_21,52.38,53.36,1,1
 Jews are giving us cancer by poisoning the well.,hate_video_21,53.9,56.46,1,1
 It's time we cast them kikes straight to hell.,hate_video_21,57.24,59.72,1,1
 Today is the day we make the Jews pay.,hate_video_21,62.5,64.96,1,1
" Line kikes up, shoot them and watch them decay.",hate_video_21,65.0,70.0,1,1
 Today is the day.,hate_video_21,70.0,71.0,1,1
" Hey Cancer nigger, what would you like from the Asklounds United Make-A-Wish Foundation?",hate_video_21,71.0,77.0,1,1
 I want the NNU's.,hate_video_21,77.0,82.0,1,1
" Garth, Cancer nigger.",hate_video_21,82.0,84.0,1,1
" Thank you for being an apostle of the ass clowns. We hope that you have a shit ton of LSD so you can get ultra high and climb out your window. Do not worry, you will go through the concrete.",hate_video_21,84.0,96.5,1,1
 Rampages are the most based.,hate_video_21,101.74,102.5,1,1
 Please consider nigger.,hate_video_21,103.5,106.92,1,1
 Jews are giving us cancer by poisoning the well.,hate_video_21,109.8,110.56,1,1
 It's time we cast them kikes straight to hell.,hate_video_21,113.06,115.8,1,1
 Today is the day we make the Jews pay.,hate_video_21,118.28,119.66,1,1
" Line kikes up, shoot them and watch them decay.",hate_video_21,122.64,123.48,1,1
 Today is the day.,hate_video_21,124.48,125.02,1,1
 Jews are giving us cancer by poisoning the well.,hate_video_21,127.58,128.34,1,1
 It's time we cast them kikes straight to hell.,hate_video_21,130.84,133.58,1,1
 Today is the day we make the Jews pay.,hate_video_21,136.08,137.44,1,1
" Blind kikes up, shoot them and watch them decay.",hate_video_21,140.42,141.08,1,1
 Today is the well. It's time we gas them kikes straight to hell.,hate_video_21,180.0,190.882,0,1
" We have another devil, another African gorilla in Scotland, no less.",hate_video_22,5.48,11.76,1,1
 Why do they even allow these savages into their country?,hate_video_22,11.92,15.54,1,1
 This is fucking Scotland.,hate_video_22,15.94,16.98,1,1
" I mean, just a few years ago, it was the whitest piece of real estate on the planet.",hate_video_22,17.14,22.26,1,1
" And of course, you know, they get these niggers in,",hate_video_22,22.86,25.2,1,1
" and the next thing you know is they commit crime. And in this case, this motherfucker was stopped",hate_video_22,25.36,32.76,1,1
" by the police. And of course, needless to say, starts punching, kicking the Scottish police officer, Scotland Yard in this case. And another nigger that was nearby kept yelling,",hate_video_22,32.76,50.32,1,1
 don't put your fucking knee in his neck.,hate_video_22,51.34,54.6,1,1
 Don't put your fucking knee in his neck.,hate_video_22,54.72,56.4,1,1
" You know, see, there's a thing about niggers, man.",hate_video_22,57.1,58.86,1,1
 They know how to come together.,hate_video_22,58.92,61.0,1,1
 They know how to stick together.,hate_video_22,61.08,62.16,1,1
" They're like wild, those wild pack of",hate_video_22,62.16,65.98,1,1
" animals, you know, like chimps and gorillas. Whether they're right or wrong, they come together",hate_video_22,65.98,70.54,1,1
 and defend each other. I wish white people would learn from these animals the simple rule to come,hate_video_22,70.54,79.86,1,1
" together and defend each other rather than, you know, fight each other many times.",hate_video_22,79.86,86.02,1,1
 White people should not be fighting each other.,hate_video_22,86.14,87.66,1,1
" You don't learn much from niggers, but this is probably the only thing that you can learn",hate_video_22,89.4,93.58,1,1
 from niggers.,hate_video_22,93.58,94.1,1,1
" Defend each other, form a pack, and fight together against these animals.",hate_video_22,95.34,102.18,1,1
" So in this case, of course,",hate_video_22,104.64,106.16,1,1
 the stupid niggers,hate_video_22,106.24,107.74,1,1
 pulled that George Floyd,hate_video_22,107.74,110.38,1,1
 bullshit. I can't breathe.,hate_video_22,110.38,112.34,1,1
 I can't breathe. I can't breathe.,hate_video_22,112.44,113.76,1,1
" If you can't breathe, you motherfucker,",hate_video_22,114.32,116.24,1,1
 you won't be,hate_video_22,117.16,118.26,1,1
 shouting at the top of your lung.,hate_video_22,118.26,120.04,1,1
 They cannot,hate_video_22,120.88,121.26,1,1
 even be good,hate_video_22,121.26,124.2,1,1
 phonies. they're like bad,hate_video_22,124.2,125.94,1,1
 phonies,hate_video_22,125.94,126.94,1,1
" what are you dealing with, just dumb",hate_video_22,126.94,129.64,1,1
" stupid assholes No, but we're trying to deal with an incident.",hate_video_22,146.0,154.994,0,1
 Nigger,hate_video_23,0.0,0.5,1,1
 Yeah,hate_video_23,4.2,4.7,1,1
 Nigger,hate_video_23,5.3,5.8,1,1
 Motherfucker,hate_video_23,6.5,7.5,1,1
 What's up nigga? Gangsta rap nigga,hate_video_23,7.5,9.5,1,1
 Nigger,hate_video_23,10.5,10.8,1,1
 Nigger,hate_video_23,10.8,11.3,1,1
 Nigger,hate_video_23,11.3,11.8,1,1
 Nigger,hate_video_23,11.8,12.3,1,1
 Nigger,hate_video_23,12.3,12.8,1,1
 Nigger,hate_video_23,12.8,13.3,1,1
 I'm 100%,hate_video_23,13.3,14.5,1,1
 Nigger,hate_video_23,14.5,15.3,1,1
 Nigger,hate_video_23,15.3,16.3,1,1
 Nigger,hate_video_23,16.3,16.8,1,1
 Nigger,hate_video_23,16.8,17.3,1,1
 Nigger,hate_video_23,17.3,17.8,1,1
 Nigger,hate_video_23,17.8,18.3,1,1
 I'm 200%,hate_video_23,18.3,19.7,1,1
 Nigger,hate_video_23,19.7,20.3,1,1
 Nigger,hate_video_23,20.3,21.3,1,1
 Nigger,hate_video_23,21.3,21.8,1,1
 Nigger,hate_video_23,21.8,22.3,1,1
 Nigger,hate_video_23,22.3,22.8,1,1
 Nigger,hate_video_23,22.8,23.3,1,1
" Why the police hate niggers? Nigger Nigger Nigger Nigger Nigger, nigger, nigger, nigger, nigger, nigger, nigger Why do police hate niggers?",hate_video_23,23.3,25.08,1,1
" Nigger, nigger, nigger, nigger, nigger, nigger, nigger",hate_video_23,25.8,28.32,1,1
 The haters of my dicks is bigger,hate_video_23,28.32,30.08,1,1
" Nigger, nigger, nigger, nigger, nigger, nigger, nigger",hate_video_23,30.08,33.42,1,1
 Why do you call yourself a nigger?,hate_video_23,33.42,35.24,1,1
" Nigger, nigger, nigger, nigger, nigger, nigger, nigger",hate_video_23,35.86,38.46,1,1
 Cause I'm a motherfucking nigger,hate_video_23,38.46,40.24,1,1
" Nigger, nigger, nigger, nigger, nigger, nigger, nigger",hate_video_23,40.24,43.42,1,1
" Why you drinking so much beer? Nigger, nigger, nigger, nigger, nigger, nigger, nigger Why you drink so much beer?",hate_video_23,43.42,45.0,1,1
" Nigger, nigger, nigger, nigger, nigger, nigger",hate_video_23,45.0,48.0,1,1
 Drink beer or drink more liquor,hate_video_23,48.0,50.0,1,1
 Cuz I'm a nigger,hate_video_23,50.0,52.0,1,1
 I'm a motherfucking nigger,hate_video_23,52.0,54.0,1,1
 I ain't all know African American shit,hate_video_23,54.0,56.0,1,1
" Fuck that, I'm a nigger",hate_video_23,56.0,58.0,1,1
" I ain't nigg, I'm a nigger N I I I",hate_video_23,58.0,65.0,1,1
 G,hate_video_23,65.0,66.0,1,1
 A,hate_video_23,66.0,67.0,1,1
 Nigger,hate_video_23,67.0,68.0,1,1
 You already know,hate_video_23,68.0,69.0,1,1
 Nigger,hate_video_23,69.0,71.0,1,1
 Nigger,hate_video_23,71.0,72.0,1,1
 Nigger,hate_video_23,72.0,73.0,1,1
 Nigger,hate_video_23,73.0,74.0,1,1
 Why you get so much chicken?,hate_video_23,74.0,76.0,1,1
 Nigger,hate_video_23,76.0,77.0,1,1
 Nigger,hate_video_23,77.0,78.0,1,1
 Nigger,hate_video_23,78.0,79.0,1,1
 Why would you naked in my kitchen?,hate_video_23,79.0,81.0,1,1
 Nigger,hate_video_23,81.0,82.0,1,1
 Nigger,hate_video_23,82.0,83.0,1,1
 Nigger,hate_video_23,83.0,84.0,1,1
 Why you throwing them on the bitches,hate_video_23,84.0,86.0,1,1
 nigger,hate_video_23,86.0,88.0,1,1
 nigger,hate_video_23,88.0,90.0,1,1
 cuz the bones is bitches,hate_video_23,90.0,92.0,1,1
 nigger,hate_video_23,92.0,94.0,1,1
 why you stay in the hood,hate_video_23,94.0,96.0,1,1
 nigger,hate_video_23,96.0,98.0,1,1
 nigger,hate_video_23,98.0,100.0,1,1
 cuz I don't like living by pecker woods,hate_video_23,100.0,102.0,1,1
 nigger,hate_video_23,102.0,104.0,1,1
 why you ain't got no job?,hate_video_23,104.0,106.0,1,1
" Nigga, nigga, nigga, nigga, nigga, nigga, nigga",hate_video_23,106.0,109.0,1,1
 Them dollars all will be my dog,hate_video_23,109.0,111.0,1,1
" Nigga, nigga, nigga, nigga, nigga, nigga, nigga",hate_video_23,111.0,114.0,1,1
 Why your pants got a side?,hate_video_23,114.0,116.0,1,1
" Nigga, nigga, nigga, nigga, nigga, nigga, nigga",hate_video_23,116.0,119.0,1,1
 Hand me that I was all a nigga had,hate_video_23,119.0,121.0,1,1
" Nigga, nigga, nigga, nigga, nigga, nigga, nigga",hate_video_23,121.0,124.0,1,1
 Why you scared to go with coke?,hate_video_23,124.0,126.0,1,1
 Shit cause a juggler,hate_video_23,126.0,128.0,1,1
 Just like a motherfucker that put her ass on the boat,hate_video_23,128.0,130.0,1,1
 And made me a,hate_video_23,130.0,132.0,1,1
 Nigger,hate_video_23,132.0,134.0,1,1
 Mama rag is a,hate_video_23,136.0,138.0,1,1
 Nigger,hate_video_23,138.0,140.0,1,1
 Do rag is a,hate_video_23,142.0,144.0,1,1
 Nigger Realistics is a nigger,hate_video_23,144.0,148.52,1,1
 And I'm your ruthless nigger,hate_video_23,148.52,153.58,1,1
 Nigger Thank you.,hate_video_23,153.58,189.98,1,1
" Okay, I strongly recommend that you read this article in VDARE magazine.",hate_video_24,0.64,5.68,0,1
 I have the link below.,hate_video_24,6.78,8.5,0,1
 It basically talks about two things.,hate_video_24,8.66,10.42,1,1
" One is, of course, the average IQ of blacks is 85 compared to whites,",hate_video_24,11.86,17.5,1,1
 which is about 100.,hate_video_24,17.58,18.46,1,1
 It's actually 103.,hate_video_24,18.72,19.7,1,1
" Now, keep in mind that 85 versus 100, it's not like 15% less. IQ tests are based on algorithms, which means that the number is much bigger than you realize. in a hundred yards dash. You're beating someone by like 60 yards in a hundred yards dash. If",hate_video_24,20.86,46.56,1,1
" your IQ, let's say, is a hundred points and your opponent is 85. So 85 is vastly inferior,",hate_video_24,46.56,53.72,1,1
" is really borderline retarded, uh, compared to, uh, whites. And then, uh, the article goes on,",hate_video_24,53.72,60.86,1,1
" talk about, uh, you know, the fact that these are all genetic. You can't do anything about it.",hate_video_24,60.94,65.92,1,1
" They tried to put blacks in better educational environment, put, you know, blacks that are raised by white couples.",hate_video_24,65.92,77.7,1,1
 It's the same situation.,hate_video_24,77.88,79.32,1,1
 IQ will be lower and they will show all those traits normally associated with being of African descent.,hate_video_24,90.0,90.68,1,1
" Also, the personality, they talk about the personality traits of blacks.",hate_video_24,95.6,95.74,1,1
" One is called conscientiousness, impulse control issue, extraversion, feeling positive, feeling strongly and taking risks.",hate_video_24,106.12,107.12,1,1
" Agreeableness, altruism and empathy, which of course blacks lack.",hate_video_24,110.66,111.16,1,1
" Blacks don't have any empathy or altruism. They see a victim on the side of the street, you know, somebody, and you see the videos,",hate_video_24,113.6,119.0,1,1
" you know, somebody who's drunk, let's say, or somebody drops dead of a heart attack.",hate_video_24,119.14,124.1,1,1
 They're not going to help them.,hate_video_24,124.24,125.12,1,1
 They're going to riffle through their pockets to grab their wallets,hate_video_24,125.12,132.08,1,1
 or whatever other possession they have.,hate_video_24,132.08,134.1,1,1
" And last but not least is neuroticism, neuroticism,",hate_video_24,134.9,140.24,1,1
" feeling negative, feeling strongly, and thus being mentally unstable.",hate_video_24,140.36,144.64,1,1
 feeling negative feelings strongly and thus being mentally unstable.,hate_video_24,144.64,145.56,1,1
" It's a trait of blacks that they seem to be obsessed with certain particular topics,",hate_video_24,150.82,150.92,1,1
" like, for instance, white racism.",hate_video_24,152.9,153.98,1,1
" Research has also shown that blacks have negative ethnocentrism more than any other group,",hate_video_24,161.92,162.08,1,1
 certainly more than whites. They have strong negative feelings toward every other race.,hate_video_24,164.46,169.04,1,1
 Black racism is way more than any other group in the world.,hate_video_24,169.04,177.04,1,1
" You know, they are safe in a white neighborhood,",hate_video_24,178.0,182.16,1,1
" but whites or anybody else for that matter,",hate_video_24,182.9,185.24,1,1
 is not safe in a black neighborhood.,hate_video_24,186.9,187.04,1,1
 They will be assaulted.,hate_video_24,187.96,189.74,1,1
 I will do a video on that one another time.,hate_video_24,193.5,193.92,1,1
 They will be assaulted if you are of another group and you walk through their neighborhoods.,hate_video_24,196.94,198.32,1,1
 We all know that.,hate_video_24,198.42,199.12,1,1
 We all know that.,hate_video_24,199.36,200.04,1,1
 Even liberals know that.,hate_video_24,200.52,201.66,1,1
" And so I recommend that you read this article. Let me add also that blacks also have what is known as the basic four personality disorders, which are really linked to the idea that blacks are like children in adult bodies.",hate_video_24,202.36,216.46,1,1
" dependency and narcissism. Excuse me, paranoia, aggression, dependency, and narcissism. These are all traits of children by which blacks never seem to recover. And this is particularly bad because this is the reason why, of course, you know, you have crime, you have serial killers, mass shooters, etc. Racially motivated crimes are all the result of this personality disorder.",hate_video_24,246.96,252.56,1,1
